category,subcategory,date purchased,date first viewed,price,email received
Shirts,Short-sleeve,2014-02-15,2013-07-29,43.09,1
Shoes,Sneakers,2014-02-13,2012-08-16,91.6,0
Shirts,Long-sleeve,2014-02-11,2013-11-29,24.0,1
Pants,Long,2014-02-13,2014-01-17,27.0,1
Shoes,Sneakers,2014-02-17,2013-07-31,59.09,1
Shoes,Dress,2014-02-15,2012-08-18,93.6,1
Shirts,T-shirt,2014-02-15,2013-12-03,34.0,1
Shoes,Sneakers,2014-02-10,2014-01-14,92.6,1
Shoes,Dress,2014-02-17,2013-12-05,45.09,1
Shoes,Sneakers,2014-02-10,2013-07-24,48.09,1
Shoes,Sneakers,2014-02-16,2014-01-20,30.39,0
Shoes,Boat,2014-02-08,2014-01-29,58.09,1
Shoes,Dress,2014-02-12,2012-08-15,34.72,1
Pants,Short,2014-02-08,2010-01-16,32.72,1
Shirts,Long-sleeve,2014-02-12,2013-11-30,33.0,1
Shirts,T-shirt,2014-02-09,2010-01-17,43.39,1
Shoes,Dress,2014-02-04,2013-11-22,59.09,1
Shoes,Dress,2014-02-10,2013-07-24,55.09,1
Pants,Short,2014-02-12,2010-01-20,44.39,0
Shoes,Sneakers,2014-02-15,2012-08-18,31.39,1
Shoes,Dress,2014-02-15,2014-02-05,40.0,1
Shoes,Boat,2014-02-08,2010-01-16,59.09,1
Shoes,Sneakers,2014-02-04,2010-01-12,26.72,1
Shoes,Sneakers,2014-02-18,2013-08-01,25.72,1
Shirts,Short-sleeve,2014-02-06,2014-01-10,49.09,1
Shoes,Boat,2014-02-04,2013-07-18,84.6,0
Shoes,Sneakers,2014-02-16,2010-01-24,21.0,0
Shoes,Sneakers,2014-02-12,2013-07-26,54.09,1
Shoes,Boat,2014-02-16,2013-07-30,53.09,0
Pants,Long,2014-02-08,2012-08-11,75.6,1
Pants,Long,2014-02-09,2014-01-13,28.39,1
Shirts,T-shirt,2014-02-13,2012-08-16,53.09,1
Shoes,Dress,2014-02-13,2013-07-27,25.0,0
Shoes,Sneakers,2014-02-05,2014-01-09,29.0,1
Shoes,Dress,2014-02-17,2010-01-25,40.72,1
Shoes,Boat,2014-02-14,2013-07-28,34.72,1
Shoes,Sneakers,2014-02-04,2010-01-12,31.72,1
Shoes,Sneakers,2014-02-15,2014-01-19,93.6,1
Shirts,Short-sleeve,2014-02-04,2012-08-07,31.72,1
Pants,Short,2014-02-15,2013-12-03,28.72,1
Shoes,Dress,2014-02-05,2013-11-23,33.0,0
Shoes,Sneakers,2014-02-17,2010-01-25,43.09,0
Shirts,T-shirt,2014-02-10,2012-08-13,44.39,1
Shoes,Sneakers,2014-02-07,2013-07-21,53.09,1
Shirts,Long-sleeve,2014-02-07,2013-07-21,40.0,1
Shoes,Sneakers,2014-02-12,2010-01-20,29.39,1
Shoes,Boat,2014-02-07,2013-11-25,27.0,1
Shoes,Boat,2014-02-11,2013-11-29,52.09,1
Pants,Long,2014-02-12,2010-01-20,42.09,0
Pants,Long,2014-02-16,2013-12-04,44.39,1
Shirts,Short-sleeve,2014-02-12,2014-02-02,81.6,1
Pants,Short,2014-02-05,2013-07-19,92.6,1
Shoes,Boat,2014-02-06,2014-01-27,35.39,1
Shoes,Dress,2014-02-06,2010-01-14,86.6,1
Shoes,Dress,2014-02-05,2013-07-19,52.09,1
Shirts,T-shirt,2014-02-13,2010-01-21,75.6,1
Shoes,Dress,2014-02-11,2012-08-14,39.39,1
Shoes,Dress,2014-02-15,2014-01-19,37.0,1
Shirts,Short-sleeve,2014-02-05,2014-01-09,29.39,1
Shoes,Dress,2014-02-15,2012-08-18,26.0,1
Shoes,Sneakers,2014-02-05,2013-11-23,29.72,1
Pants,Long,2014-02-05,2012-08-08,27.39,1
Shoes,Boat,2014-02-05,2010-01-13,50.09,1
Pants,Long,2014-02-17,2013-07-31,36.39,1
Shirts,T-shirt,2014-02-04,2013-07-18,56.09,1
Shoes,Sneakers,2014-02-17,2012-08-20,47.09,1
Shoes,Dress,2014-02-14,2014-02-04,24.0,1
Shirts,T-shirt,2014-02-09,2014-01-13,45.39,1
Shoes,Dress,2014-02-06,2010-01-14,32.39,1
Shoes,Sneakers,2014-02-11,2014-01-15,32.0,1
Shoes,Boat,2014-02-05,2013-07-19,53.09,0
Pants,Short,2014-02-14,2014-01-18,41.72,1
Shoes,Boat,2014-02-07,2014-01-28,44.39,1
Pants,Short,2014-02-17,2010-01-25,29.0,0
Shirts,Short-sleeve,2014-02-10,2013-07-24,31.72,0
Shoes,Sneakers,2014-02-09,2013-07-23,29.72,1
Shirts,T-shirt,2014-02-15,2010-01-23,23.0,1
Shoes,Boat,2014-02-10,2014-01-31,79.6,0
Shirts,Short-sleeve,2014-02-13,2014-02-03,85.6,1
Shirts,Long-sleeve,2014-02-04,2013-11-22,36.0,1
Shoes,Sneakers,2014-02-05,2013-07-19,81.6,1
Shoes,Sneakers,2014-02-18,2012-08-21,43.09,1
Pants,Long,2014-02-09,2014-01-30,25.0,1
Shoes,Sneakers,2014-02-14,2013-07-28,51.09,1
Pants,Long,2014-02-17,2013-07-31,31.0,1
Shoes,Dress,2014-02-18,2014-01-22,32.0,1
Pants,Short,2014-02-06,2013-11-24,32.72,1
Shirts,Long-sleeve,2014-02-08,2010-01-16,75.6,0
Shoes,Dress,2014-02-07,2014-01-11,30.72,1
Shoes,Sneakers,2014-02-07,2014-01-11,26.72,1
Shoes,Dress,2014-02-07,2012-08-10,39.0,1
Shoes,Boat,2014-02-09,2013-11-27,30.0,1
Shoes,Boat,2014-02-15,2014-01-19,77.6,1
Shoes,Dress,2014-02-18,2010-01-26,42.72,1
Pants,Short,2014-02-09,2014-01-30,41.39,1
Shoes,Boat,2014-02-12,2014-02-02,93.6,1
Pants,Short,2014-02-12,2013-11-30,27.0,0
Shoes,Boat,2014-02-18,2010-01-26,52.09,1
Shoes,Dress,2014-02-17,2012-08-20,56.09,1
Shirts,T-shirt,2014-02-18,2010-01-26,53.09,1
Shoes,Dress,2014-02-04,2014-01-25,37.0,0
Shoes,Dress,2014-02-10,2010-01-18,50.09,1
Shoes,Sneakers,2014-02-04,2012-08-07,85.6,1
Shoes,Dress,2014-02-11,2013-07-25,37.0,0
Shoes,Dress,2014-02-12,2010-01-20,38.39,1
Pants,Short,2014-02-07,2012-08-10,31.72,1
Shoes,Dress,2014-02-12,2013-07-26,35.72,1
Shoes,Dress,2014-02-18,2014-02-08,31.72,0
Pants,Short,2014-02-12,2012-08-15,24.0,1
Shoes,Sneakers,2014-02-15,2010-01-23,77.6,1
Shoes,Sneakers,2014-02-16,2012-08-19,21.0,1
Shirts,Long-sleeve,2014-02-05,2010-01-13,37.0,1
Pants,Long,2014-02-17,2010-01-25,22.0,1
Shoes,Boat,2014-02-07,2014-01-28,29.72,1
Shoes,Boat,2014-02-12,2013-11-30,83.6,1
Shoes,Dress,2014-02-17,2014-02-07,34.39,1
Shirts,Short-sleeve,2014-02-08,2013-07-22,28.39,1
Shoes,Dress,2014-02-17,2013-07-31,38.0,1
Shoes,Sneakers,2014-02-06,2013-07-20,28.72,1
Pants,Long,2014-02-05,2012-08-08,46.39,1
Shoes,Dress,2014-02-16,2010-01-24,47.39,1
Shoes,Boat,2014-02-17,2012-08-20,84.6,1
Shoes,Boat,2014-02-04,2012-08-07,42.39,1
Pants,Long,2014-02-09,2010-01-17,89.6,1
Pants,Long,2014-02-06,2014-01-27,38.0,1
Shoes,Sneakers,2014-02-11,2013-11-29,38.39,1
Shoes,Boat,2014-02-13,2014-01-17,43.09,1
Pants,Long,2014-02-05,2010-01-13,82.6,1
Pants,Short,2014-02-13,2010-01-21,28.39,1
Shoes,Sneakers,2014-02-16,2013-12-04,82.6,0
Shoes,Dress,2014-02-18,2013-12-06,48.09,1
Shoes,Dress,2014-02-08,2014-01-12,23.72,1
Shirts,Short-sleeve,2014-02-10,2014-01-14,40.09,1
Pants,Short,2014-02-16,2014-02-06,29.72,1
Shoes,Boat,2014-02-04,2012-08-07,38.0,1
Shirts,Long-sleeve,2014-02-04,2012-08-07,77.6,1
Shoes,Sneakers,2014-02-13,2014-02-03,52.09,1
Shoes,Boat,2014-02-04,2013-11-22,36.72,0
Shirts,T-shirt,2014-02-14,2014-01-18,50.09,1
Shoes,Sneakers,2014-02-11,2013-07-25,51.09,1
Shoes,Dress,2014-02-13,2014-02-03,35.72,1
Shoes,Dress,2014-02-04,2010-01-12,35.72,1
Pants,Long,2014-02-17,2012-08-20,43.09,1
Shoes,Sneakers,2014-02-15,2010-01-23,32.72,1
Shoes,Sneakers,2014-02-09,2010-01-17,35.72,1
Pants,Short,2014-02-05,2014-01-26,32.0,1
Shirts,Short-sleeve,2014-02-14,2014-02-04,82.6,1
Pants,Long,2014-02-10,2014-01-31,26.72,1
Pants,Short,2014-02-05,2014-01-09,41.09,0
Shoes,Sneakers,2014-02-14,2014-01-18,49.09,1
Shirts,Short-sleeve,2014-02-06,2010-01-14,82.6,1
Pants,Short,2014-02-16,2010-01-24,52.09,0
Shoes,Sneakers,2014-02-18,2013-08-01,43.39,1
Shirts,T-shirt,2014-02-17,2012-08-20,40.72,1
Pants,Short,2014-02-11,2013-07-25,37.0,0
Shirts,Long-sleeve,2014-02-11,2013-11-29,80.6,0
Shoes,Dress,2014-02-18,2014-01-22,41.72,1
Shirts,Short-sleeve,2014-02-08,2013-11-26,60.09,1
Shoes,Dress,2014-02-05,2013-07-19,27.39,1
Pants,Long,2014-02-07,2013-11-25,26.72,1
Shoes,Sneakers,2014-02-06,2012-08-09,36.0,1
Shoes,Sneakers,2014-02-18,2014-02-08,86.6,1
Shoes,Sneakers,2014-02-13,2013-12-01,38.39,1
Shoes,Sneakers,2014-02-18,2013-08-01,33.39,1
Shirts,Long-sleeve,2014-02-16,2014-02-06,37.72,1
Pants,Long,2014-02-05,2012-08-08,93.6,1
Shirts,T-shirt,2014-02-15,2013-07-29,34.0,1
Shoes,Dress,2014-02-06,2012-08-09,94.6,1
Pants,Short,2014-02-06,2010-01-14,33.72,1
Shoes,Boat,2014-02-06,2010-01-14,37.72,1
Shirts,Short-sleeve,2014-02-10,2013-07-24,90.6,1
Pants,Short,2014-02-10,2013-11-28,84.6,1
Pants,Short,2014-02-09,2014-01-30,76.6,1
Shoes,Boat,2014-02-17,2013-07-31,24.0,0
Shoes,Boat,2014-02-15,2013-07-29,94.6,1
Shirts,Long-sleeve,2014-02-17,2013-07-31,40.0,1
Shoes,Sneakers,2014-02-06,2012-08-09,35.39,0
Shoes,Sneakers,2014-02-06,2013-11-24,92.6,1
Shoes,Dress,2014-02-10,2013-07-24,39.72,0
Pants,Short,2014-02-13,2013-07-27,56.09,1
Shirts,Long-sleeve,2014-02-15,2012-08-18,34.0,0
Pants,Short,2014-02-17,2014-02-07,39.72,1
Pants,Long,2014-02-17,2014-02-07,47.09,1
Shoes,Boat,2014-02-07,2012-08-10,37.39,1
Shoes,Dress,2014-02-11,2010-01-19,41.09,1
Shirts,T-shirt,2014-02-10,2014-01-14,39.39,1
Shirts,T-shirt,2014-02-09,2014-01-30,45.09,1
Shoes,Sneakers,2014-02-06,2012-08-09,25.72,1
Shoes,Sneakers,2014-02-17,2014-01-21,40.72,1
Shirts,Long-sleeve,2014-02-16,2013-07-30,94.6,1
Pants,Long,2014-02-18,2014-01-22,26.0,0
Pants,Long,2014-02-09,2013-11-27,51.09,1
Pants,Short,2014-02-07,2013-07-21,28.0,1
Pants,Long,2014-02-18,2012-08-21,80.6,1
Pants,Short,2014-02-10,2010-01-18,34.72,1
Pants,Long,2014-02-13,2013-07-27,38.39,1
Pants,Short,2014-02-09,2010-01-17,28.72,0
Shoes,Boat,2014-02-17,2013-12-05,54.09,1
Shoes,Sneakers,2014-02-10,2014-01-14,40.39,0
Shoes,Sneakers,2014-02-07,2012-08-10,36.0,1
Pants,Short,2014-02-07,2014-01-28,22.72,0
Pants,Long,2014-02-11,2012-08-14,52.09,1
Shoes,Sneakers,2014-02-08,2014-01-12,40.72,1
Pants,Long,2014-02-12,2013-11-30,88.6,1
Shoes,Sneakers,2014-02-04,2014-01-25,89.6,1
Shoes,Sneakers,2014-02-16,2012-08-19,53.09,1
Pants,Short,2014-02-04,2014-01-08,29.0,1
Shoes,Sneakers,2014-02-09,2010-01-17,22.72,1
Pants,Short,2014-02-06,2012-08-09,42.72,0
Shoes,Sneakers,2014-02-18,2013-12-06,32.0,1
Shirts,T-shirt,2014-02-09,2013-07-23,94.6,1
Shoes,Sneakers,2014-02-18,2010-01-26,53.09,1
Shoes,Dress,2014-02-06,2010-01-14,82.6,1
Shoes,Sneakers,2014-02-07,2013-07-21,77.6,1
Pants,Short,2014-02-06,2013-07-20,38.72,0
Shoes,Dress,2014-02-06,2013-07-20,37.39,1
Pants,Long,2014-02-16,2013-12-04,33.0,0
Pants,Long,2014-02-13,2014-01-17,36.0,1
Shoes,Dress,2014-02-18,2014-01-22,26.72,0
Shirts,Long-sleeve,2014-02-12,2010-01-20,53.09,0
Shoes,Dress,2014-02-09,2014-01-13,58.09,0
Pants,Short,2014-02-12,2014-02-02,85.6,1
Pants,Short,2014-02-15,2013-12-03,28.72,1
Shoes,Dress,2014-02-16,2010-01-24,40.0,0
Pants,Long,2014-02-15,2014-02-05,91.6,0
Shoes,Dress,2014-02-06,2014-01-27,39.72,1
Shoes,Boat,2014-02-18,2014-02-08,74.6,1
Shirts,T-shirt,2014-02-13,2014-01-17,26.0,1
Shirts,Short-sleeve,2014-02-16,2012-08-19,41.09,1
Shoes,Boat,2014-02-04,2014-01-25,55.09,1
Shoes,Sneakers,2014-02-15,2013-07-29,33.0,1
Pants,Short,2014-02-18,2012-08-21,25.0,1
Shoes,Boat,2014-02-10,2012-08-13,59.09,0
Pants,Long,2014-02-15,2013-07-29,31.39,0
Shoes,Sneakers,2014-02-05,2013-07-19,86.6,1
Pants,Short,2014-02-18,2014-01-22,34.72,1
Shoes,Boat,2014-02-16,2010-01-24,41.09,1
Pants,Short,2014-02-05,2012-08-08,41.72,1
Shirts,Long-sleeve,2014-02-18,2013-08-01,27.0,1
Shoes,Dress,2014-02-09,2014-01-13,35.39,1
Pants,Short,2014-02-17,2013-12-05,43.09,0
Shoes,Dress,2014-02-18,2012-08-21,36.72,1
Shoes,Dress,2014-02-17,2013-12-05,24.0,1
Shirts,T-shirt,2014-02-17,2010-01-25,46.39,1
Pants,Short,2014-02-17,2013-12-05,93.6,1
Pants,Long,2014-02-06,2014-01-10,59.09,1
Pants,Long,2014-02-13,2013-12-01,37.72,1
Shoes,Dress,2014-02-17,2010-01-25,27.72,0
Shirts,Long-sleeve,2014-02-12,2012-08-15,79.6,1
Shoes,Dress,2014-02-18,2013-08-01,29.39,1
Shirts,Long-sleeve,2014-02-09,2014-01-30,27.39,1
Pants,Short,2014-02-06,2010-01-14,41.0,1
Shoes,Boat,2014-02-17,2010-01-25,22.0,1
Shoes,Sneakers,2014-02-08,2012-08-11,28.72,1
Shoes,Boat,2014-02-08,2013-11-26,84.6,1
Pants,Long,2014-02-13,2014-01-17,33.72,1
Pants,Short,2014-02-09,2012-08-12,80.6,1
Shirts,Long-sleeve,2014-02-04,2014-01-08,40.39,1
Pants,Short,2014-02-09,2014-01-13,49.09,1
Pants,Short,2014-02-12,2010-01-20,30.0,0
Shirts,Short-sleeve,2014-02-11,2010-01-19,45.09,1
Shirts,Long-sleeve,2014-02-17,2014-01-21,80.6,1
Pants,Short,2014-02-15,2012-08-18,52.09,1
Shoes,Boat,2014-02-17,2013-12-05,52.09,1
Pants,Short,2014-02-16,2012-08-19,32.0,1
Pants,Long,2014-02-06,2013-11-24,81.6,1
Shirts,T-shirt,2014-02-14,2014-02-04,76.6,1
Shirts,Short-sleeve,2014-02-09,2013-11-27,85.6,1
Pants,Short,2014-02-07,2014-01-11,26.72,1
Shirts,T-shirt,2014-02-17,2013-07-31,37.72,0
Shoes,Dress,2014-02-15,2014-01-19,34.72,1
Pants,Long,2014-02-13,2013-07-27,78.6,1
Shoes,Dress,2014-02-04,2013-07-18,29.39,0
Pants,Short,2014-02-15,2010-01-23,83.6,1
Shoes,Boat,2014-02-08,2010-01-16,74.6,1
Shoes,Boat,2014-02-05,2013-11-23,54.09,1
Shirts,Long-sleeve,2014-02-06,2014-01-27,60.09,0
Shoes,Dress,2014-02-10,2014-01-31,31.72,0
Pants,Long,2014-02-04,2013-11-22,56.09,1
Shoes,Boat,2014-02-06,2013-07-20,47.39,1
Shirts,Long-sleeve,2014-02-12,2014-02-02,31.0,1
Shoes,Dress,2014-02-14,2010-01-22,76.6,1
Shirts,Long-sleeve,2014-02-14,2013-07-28,47.09,1
Shoes,Dress,2014-02-13,2014-01-17,75.6,1
Shoes,Dress,2014-02-12,2013-11-30,32.39,1
Pants,Short,2014-02-11,2012-08-14,30.72,1
Shirts,Long-sleeve,2014-02-10,2012-08-13,22.0,1
Shoes,Boat,2014-02-18,2012-08-21,41.0,1
Shirts,Long-sleeve,2014-02-04,2013-11-22,28.0,1
Pants,Long,2014-02-11,2014-02-01,31.72,1
Shoes,Boat,2014-02-08,2012-08-11,54.09,1
Pants,Short,2014-02-06,2013-07-20,92.6,0
Pants,Long,2014-02-06,2014-01-10,43.39,1
Pants,Long,2014-02-04,2010-01-12,41.09,1
Shoes,Sneakers,2014-02-15,2014-02-05,31.72,1
Shoes,Sneakers,2014-02-06,2013-11-24,94.6,1
Pants,Long,2014-02-08,2013-11-26,37.72,1
Shoes,Boat,2014-02-08,2014-01-12,28.39,1
Shoes,Boat,2014-02-13,2013-07-27,36.39,1
Shoes,Dress,2014-02-12,2014-01-16,24.72,1
Shoes,Sneakers,2014-02-18,2013-12-06,32.72,1
Shoes,Sneakers,2014-02-13,2014-02-03,41.39,1
Shirts,Long-sleeve,2014-02-10,2013-11-28,55.09,1
Shoes,Dress,2014-02-07,2012-08-10,29.0,1
Shoes,Dress,2014-02-06,2013-07-20,40.09,1
Shoes,Sneakers,2014-02-14,2013-07-28,29.0,0
Pants,Long,2014-02-17,2013-12-05,93.6,1
Shoes,Dress,2014-02-07,2014-01-11,81.6,1
Shirts,Long-sleeve,2014-02-18,2013-08-01,37.72,0
Pants,Short,2014-02-12,2014-02-02,39.72,1
Pants,Long,2014-02-05,2012-08-08,47.39,1
Shoes,Boat,2014-02-09,2013-07-23,39.0,0
Shoes,Sneakers,2014-02-17,2014-02-07,55.09,1
Pants,Long,2014-02-12,2014-01-16,88.6,1
Shoes,Dress,2014-02-07,2012-08-10,42.72,1
Shoes,Dress,2014-02-05,2012-08-08,43.39,0
Shoes,Boat,2014-02-08,2013-07-22,78.6,0
Shoes,Sneakers,2014-02-08,2013-11-26,79.6,1
Pants,Short,2014-02-05,2014-01-09,38.0,1
Shoes,Sneakers,2014-02-07,2012-08-10,91.6,1
Shirts,Long-sleeve,2014-02-16,2013-07-30,86.6,1
Shoes,Boat,2014-02-05,2010-01-13,29.72,1
Shoes,Dress,2014-02-07,2014-01-11,45.09,0
Shirts,Long-sleeve,2014-02-09,2010-01-17,26.0,0
Pants,Short,2014-02-14,2013-12-02,44.09,1
Shoes,Boat,2014-02-18,2012-08-21,81.6,1
Shoes,Dress,2014-02-06,2010-01-14,49.09,1
Pants,Short,2014-02-15,2012-08-18,41.39,1
Pants,Long,2014-02-17,2013-12-05,27.72,1
Shirts,T-shirt,2014-02-08,2013-11-26,28.0,0
Pants,Long,2014-02-04,2014-01-25,37.72,1
Shoes,Sneakers,2014-02-13,2014-02-03,46.39,1
Shirts,T-shirt,2014-02-16,2013-12-04,49.09,1
Shirts,T-shirt,2014-02-05,2013-11-23,38.39,0
Pants,Long,2014-02-18,2012-08-21,38.0,1
Shoes,Boat,2014-02-13,2013-12-01,52.09,1
Pants,Short,2014-02-05,2012-08-08,88.6,1
Shoes,Boat,2014-02-11,2013-07-25,25.0,0
Pants,Long,2014-02-09,2014-01-13,46.39,1
Shoes,Sneakers,2014-02-13,2013-07-27,83.6,1
Shoes,Boat,2014-02-15,2013-07-29,32.72,1
Pants,Long,2014-02-18,2012-08-21,91.6,1
Shoes,Sneakers,2014-02-15,2010-01-23,75.6,0
Pants,Short,2014-02-11,2013-11-29,46.09,1
Shoes,Sneakers,2014-02-13,2014-02-03,26.72,1
Shoes,Boat,2014-02-13,2012-08-16,84.6,1
Pants,Short,2014-02-05,2012-08-08,28.72,1
Pants,Short,2014-02-18,2013-08-01,81.6,1
Shoes,Dress,2014-02-04,2013-07-18,32.0,1
Pants,Long,2014-02-18,2012-08-21,46.39,1
Shirts,T-shirt,2014-02-06,2014-01-27,50.09,1
Shoes,Sneakers,2014-02-12,2012-08-15,38.0,1
Pants,Short,2014-02-18,2014-01-22,92.6,1
Pants,Long,2014-02-18,2013-12-06,46.09,1
Shoes,Sneakers,2014-02-12,2014-02-02,35.72,1
Pants,Short,2014-02-16,2014-01-20,45.09,1
Shoes,Sneakers,2014-02-09,2014-01-30,53.09,1
Pants,Short,2014-02-17,2012-08-20,42.39,1
Pants,Long,2014-02-18,2012-08-21,36.39,1
Shoes,Boat,2014-02-09,2010-01-17,88.6,1
Shoes,Boat,2014-02-10,2012-08-13,90.6,1
Shirts,T-shirt,2014-02-12,2013-11-30,42.39,1
Pants,Long,2014-02-18,2013-12-06,45.39,1
Shoes,Boat,2014-02-08,2013-07-22,27.39,1
Pants,Long,2014-02-18,2013-08-01,52.09,1
Shirts,Short-sleeve,2014-02-11,2012-08-14,26.0,1
Pants,Short,2014-02-14,2014-01-18,93.6,1
Pants,Short,2014-02-13,2014-01-17,35.39,1
Shirts,Short-sleeve,2014-02-11,2014-01-15,40.39,1
Pants,Short,2014-02-04,2012-08-07,32.72,1
Pants,Long,2014-02-14,2010-01-22,82.6,1
Shoes,Sneakers,2014-02-06,2014-01-10,59.09,1
Shoes,Dress,2014-02-17,2014-01-21,24.72,1
Pants,Long,2014-02-16,2013-12-04,37.0,0
Pants,Short,2014-02-09,2010-01-17,84.6,1
Shoes,Sneakers,2014-02-15,2012-08-18,90.6,1
Shoes,Boat,2014-02-12,2013-11-30,91.6,0
Shoes,Dress,2014-02-17,2014-02-07,22.72,1
Pants,Short,2014-02-12,2014-01-16,74.6,1
Pants,Short,2014-02-05,2013-07-19,44.39,1
Pants,Short,2014-02-09,2013-11-27,22.72,1
Pants,Short,2014-02-04,2014-01-25,33.39,1
Pants,Short,2014-02-12,2013-07-26,52.09,1
Shirts,Short-sleeve,2014-02-04,2014-01-08,29.39,1
Shoes,Boat,2014-02-16,2010-01-24,89.6,1
Pants,Short,2014-02-11,2010-01-19,47.09,0
Shoes,Boat,2014-02-16,2014-02-06,50.09,1
Shoes,Sneakers,2014-02-10,2013-07-24,44.09,1
Shoes,Boat,2014-02-07,2014-01-28,38.0,0
Pants,Short,2014-02-18,2014-01-22,31.39,1
Shirts,Long-sleeve,2014-02-08,2013-11-26,35.0,1
Pants,Long,2014-02-14,2010-01-22,32.72,1
Shoes,Boat,2014-02-14,2012-08-17,36.39,0
Pants,Short,2014-02-07,2013-11-25,42.09,1
Shoes,Dress,2014-02-15,2013-07-29,29.72,1
Pants,Short,2014-02-10,2010-01-18,38.0,1
Pants,Short,2014-02-10,2010-01-18,93.6,0
Shoes,Sneakers,2014-02-09,2010-01-17,31.39,1
Shoes,Sneakers,2014-02-06,2010-01-14,93.6,0
Shirts,Short-sleeve,2014-02-09,2012-08-12,30.0,1
Pants,Short,2014-02-12,2010-01-20,40.0,0
Shirts,T-shirt,2014-02-09,2012-08-12,31.39,0
Shoes,Dress,2014-02-06,2014-01-27,28.72,1
Pants,Long,2014-02-06,2012-08-09,55.09,0
Pants,Long,2014-02-08,2014-01-29,92.6,1
Pants,Short,2014-02-05,2014-01-09,27.39,0
Shoes,Boat,2014-02-05,2010-01-13,88.6,1
Shoes,Sneakers,2014-02-13,2013-07-27,37.72,1
Shoes,Boat,2014-02-07,2014-01-28,33.39,0
Shoes,Dress,2014-02-10,2012-08-13,56.09,1
Shoes,Sneakers,2014-02-08,2013-07-22,93.6,0
Shoes,Dress,2014-02-08,2013-11-26,90.6,0
Pants,Long,2014-02-15,2013-07-29,33.39,1
Pants,Long,2014-02-13,2014-01-17,56.09,1
Shoes,Dress,2014-02-18,2013-08-01,47.09,1
Shoes,Dress,2014-02-08,2014-01-12,30.72,0
Shoes,Sneakers,2014-02-08,2010-01-16,39.0,1
Shoes,Dress,2014-02-07,2013-11-25,41.72,1
Pants,Short,2014-02-05,2014-01-26,33.0,1
Shoes,Sneakers,2014-02-18,2010-01-26,33.0,1
Shoes,Sneakers,2014-02-14,2012-08-17,31.39,1
Shirts,Short-sleeve,2014-02-18,2013-12-06,34.39,1
Shirts,Long-sleeve,2014-02-12,2010-01-20,24.0,1
Pants,Short,2014-02-09,2013-11-27,24.72,1
Pants,Short,2014-02-17,2014-02-07,93.6,1
Pants,Short,2014-02-14,2014-02-04,28.72,1
Shirts,Short-sleeve,2014-02-08,2014-01-29,27.39,0
Shirts,Long-sleeve,2014-02-16,2013-07-30,93.6,1
Shoes,Sneakers,2014-02-15,2012-08-18,35.72,0
Pants,Long,2014-02-09,2012-08-12,77.6,1
Shoes,Dress,2014-02-04,2012-08-07,78.6,0
Shoes,Dress,2014-02-16,2010-01-24,36.0,0
Shoes,Boat,2014-02-13,2013-07-27,46.39,1
Shoes,Dress,2014-02-10,2014-01-14,32.72,1
Shoes,Sneakers,2014-02-15,2013-12-03,31.0,0
Shoes,Dress,2014-02-14,2014-02-04,32.72,1
Shoes,Sneakers,2014-02-09,2012-08-12,84.6,1
Shoes,Dress,2014-02-18,2013-12-06,36.0,1
Shirts,Long-sleeve,2014-02-05,2013-07-19,28.72,1
Pants,Short,2014-02-08,2014-01-12,47.39,1
Shoes,Dress,2014-02-10,2014-01-31,48.09,1
Pants,Long,2014-02-18,2014-01-22,32.72,0
Shirts,Short-sleeve,2014-02-10,2013-07-24,44.39,0
Shoes,Boat,2014-02-14,2014-01-18,40.0,1
Shoes,Dress,2014-02-13,2010-01-21,57.09,1
Shoes,Boat,2014-02-10,2010-01-18,36.72,1
Shoes,Boat,2014-02-18,2010-01-26,24.72,1
Pants,Long,2014-02-18,2014-01-22,43.09,1
Shoes,Dress,2014-02-16,2014-01-20,26.0,1
Shoes,Dress,2014-02-05,2012-08-08,29.39,1
Pants,Short,2014-02-08,2014-01-29,46.09,1
Shoes,Dress,2014-02-18,2010-01-26,28.39,1
Shoes,Boat,2014-02-07,2012-08-10,27.72,1
Shoes,Sneakers,2014-02-17,2012-08-20,39.39,1
Shoes,Dress,2014-02-05,2013-11-23,28.72,1
Shoes,Boat,2014-02-05,2013-11-23,51.09,1
Pants,Long,2014-02-16,2013-12-04,34.39,1
Pants,Short,2014-02-06,2013-11-24,30.0,1
Pants,Short,2014-02-07,2013-11-25,39.72,1
Shoes,Boat,2014-02-12,2013-07-26,23.0,1
Shoes,Sneakers,2014-02-11,2013-07-25,42.39,1
Shirts,Short-sleeve,2014-02-18,2013-08-01,49.09,1
Pants,Short,2014-02-10,2013-11-28,42.39,1
Shoes,Sneakers,2014-02-12,2010-01-20,37.0,0
Pants,Short,2014-02-09,2013-07-23,47.09,1
Pants,Long,2014-02-16,2012-08-19,31.39,1
Shoes,Sneakers,2014-02-08,2013-07-22,40.39,1
Shirts,T-shirt,2014-02-10,2013-11-28,79.6,1
Shirts,Short-sleeve,2014-02-15,2013-07-29,79.6,1
Shoes,Boat,2014-02-11,2010-01-19,44.39,1
Shoes,Dress,2014-02-15,2012-08-18,26.0,0
Pants,Short,2014-02-04,2014-01-25,44.39,1
Shoes,Boat,2014-02-06,2014-01-10,46.39,1
Shirts,T-shirt,2014-02-10,2012-08-13,78.6,1
Pants,Long,2014-02-07,2014-01-11,56.09,0
Pants,Long,2014-02-09,2010-01-17,40.39,1
